,F1 Micro,F1 Macro,ACC MACRO,AUNU,AUNP,model,time,type_parm
0,0.3857729138166895,0.11458498245978295,0.7543091655266758,0.5012814848245096,0.5022407574558813,MultiClass,2.5312063694000244,Très Faible
0,0.3853169174646603,0.11438979963570128,0.7541267669858641,0.5010662345472677,0.5017590363907183,MultiClass,2.6525232791900635,Faible
0,0.4952120383036936,0.3068979976182823,0.7980848153214775,0.5911581252126121,0.6265688281598344,MultiClass,2.8727426528930664,Moyen
0,0.45964432284541723,0.28921352276277423,0.7838577291381668,0.5905069858481731,0.6239958752651312,MultiClass,3.4000630378723145,Fort
0,0.4997720018239854,0.3196836699983515,0.7999088007295941,0.6144747168816143,0.6561525751304954,MultiClass,4.433271884918213,Très Fort
0,0.38349293205654356,0.11087673038892551,0.7533971728226174,0.5,0.5,OR,10.112951755523682,Très Faible
0,0.38942088463292296,0.12062500498504485,0.7557683538531691,0.5032990541686141,0.50542313449745,OR,13.610783338546753,Faible
0,0.4021887824897401,0.14206264056775464,0.7608755129958961,0.510653798590007,0.5169530991727862,OR,10.690507888793945,Moyen
0,0.4632922936616507,0.24576171665973132,0.7853169174646603,0.5531954704554097,0.5796151273096772,OR,10.671626806259155,Fort
0,0.5020519835841313,0.30509477436108673,0.8008207934336525,0.588174020640254,0.6262244496215267,OR,10.971278190612793,Très Fort
0,0.38349293205654356,0.11087673038892551,0.7533971728226174,0.5,0.5,AS,9.062540769577026,Très Faible
0,0.38394892840857275,0.11182652918354719,0.753579571363429,0.5003027974489865,0.5003698224852071,AS,9.164562702178955,Faible
0,0.46511627906976744,0.24221858630862786,0.786046511627907,0.5529903791412532,0.5806352178383033,AS,9.271562576293945,Moyen
0,0.5043319653442773,0.3031546398284183,0.8017327861377108,0.5873240294634833,0.6271061769886065,AS,9.558478593826294,Fort
0,0.4806201550387597,0.27510557744048453,0.7922480620155039,0.5665572606987974,0.5964764377405691,AS,10.523086309432983,Très Fort
0,0.3848609211126311,0.11435701721933396,0.7539443684450525,0.5009206885912064,0.5016258369314585,ORSP,9.98612093925476,Très Faible
0,0.38303693570451436,0.11078140454995053,0.7532147742818057,0.4998183192967449,0.49968612680477087,ORSP,14.03845477104187,Faible
0,0.48654810761513906,0.2807913480297303,0.7946192430460556,0.572169226586398,0.6060336253926566,ORSP,10.06671142578125,Moyen
0,0.49749202006383947,0.284281481943636,0.7989968080255357,0.5779396675429165,0.617520413518786,ORSP,10.479817628860474,Fort
0,0.4947560419516644,0.2915772079323533,0.7979024167806658,0.580653730412963,0.6183467436905082,ORSP,11.022580862045288,Très Fort
0,0.07615139078887369,0.04028403318429016,0.6304605563155494,0.4974845832871755,0.5025372955208449,HIER,8.513187170028687,Très Faible
0,0.4359325125398997,0.19551106092459475,0.7743730050159598,0.5338724990829419,0.5529921030246976,HIER,8.913476467132568,Faible
0,0.4546283629730962,0.21746879849565529,0.7818513451892385,0.5491967602533011,0.5751484861654353,HIER,8.759777545928955,Moyen
0,0.4801641586867305,0.31030232759433185,0.7920656634746922,0.5992577270998387,0.6309161470610167,HIER,9.55820345878601,Fort
0,0.493844049247606,0.30935999061850084,0.7975376196990424,0.5887529777677735,0.6215199450675584,HIER,11.583153009414673,Très Fort
